ID;codigo;tecnologia;modelo;fabricante;partNumber
611;33004139;ÓPTICO;RX;AURORA;AURORA - DR3502H-00-0
612;33004140;ÓPTICO;RX;AURORA;AURORA - RR4000-00-PI
613;33004159;ÓPTICO;TX;CISCO;CISCO - 737675 FULL=ANALOG+DIG
614;33004160;ÓPTICO;TX;CISCO;CISCO - 737676 FULL=ANALOG+DIG
615;33004161;ÓPTICO;TX;CISCO;CISCO - 737684 FULL=ANALOG+DIG
616;33004162;ÓPTICO;TX;CISCO;CISCO - 737686 FULL=ANALOG+DIG
617;33004163;ÓPTICO;TX;CISCO;CISCO - 737687 FULL=ANALOG+DIG
618;33004164;ÓPTICO;TX;CISCO;CISCO - 737688 FULL=ANALOG+DIG
619;33004165;ÓPTICO;TX;CISCO;CISCO - 737681 FULL=ANALOG+DIG
620;33004166;ÓPTICO;TX;CISCO;CISCO - 737682 FULL=ANALOG+DIG
621;33004167;ÓPTICO;TX;CISCO;CISCO - 4021847
622;33004176;ÓPTICO;RX;MOTOROLA;MOTOROLA - 578473-001-00 30DB
623;33004205;ÓPTICO;RX;AURORA;AURORA - RR4010-00-PI
624;33004211;ÓPTICO;TX;CISCO;CISCO - 737635 P2-HD-15TXQ DIG
625;33004212;ÓPTICO;TX;CISCO;CISCO - 737637 P2-HD-15TXQ DIG
626;33004213;ÓPTICO;TX;CISCO;CISCO - 737639 P2-HD-15TXQ DIG
627;33004217;ÓPTICO;TX;FIBERWAN;FIBERWAN - SMFO - 2401T
628;33004218;ÓPTICO;RX;FIBERWAN;FIBERWAN - SMFO - 2401R
629;33004225;ÓPTICO;TX;CISCO;CISCO - 4026654
630;33004226;ÓPTICO;TX;CISCO;CISCO - 4035287
631;33004269;ÓPTICO;TX;CISCO;CISCO - 4028889
632;33004270;ÓPTICO;TX;CISCO;CISCO - 4028894
633;33004271;ÓPTICO;TX;CISCO;CISCO - 4028899
634;33004272;ÓPTICO;TX;CISCO;CISCO - 4028904
635;33004273;ÓPTICO;RX;CISCO;CISCO - 4042748 - STD RANGE
636;33004284;ÓPTICO;TX;ARRIS;ARRIS - CHP-C2-MWV5-16-S
637;33004285;ÓPTICO;TX;ARRIS;ARRIS - CHP-C2-MWV6-16-S
638;33004286;ÓPTICO;TX;ARRIS;ARRIS - CHP-C2-MWV8-16-S
639;33004297;ÓPTICO;RX;CISCO;CISCO - 4042749 - EXTEND RANGE
640;33004298;ÓPTICO;RX;AURORA;AURORA - DR3450N-50-00
641;33006894;ÓPTICO;Fonte;CISCO;CISCO - 731509
642;33006895;ÓPTICO;Modulo Controlador;CISCO;CISCO - 731511
643;33006896;ÓPTICO;Fonte;CISCO;CISCO -734450
644;33006901;ÓPTICO;RX;CISCO;S. ATLANTA
645;33006957;ÓPTICO;RX;ANTEC;ITEM DESCONTINUADO
646;33006958;INSTRUMENTOS HE;PLACA PATHTRAK;VIAVI;DESCONTINUADO - ATUAL HEEQ2074
647;33006989;ÓPTICO;Modulo Controlador;CISCO;S. ATLANTA
648;33007022;ÓPTICO;RX;CISCO;CISCO - 737861
649;33007027;ÓPTICO;Placa de Interface El‚trica;MOTOROLA;MOTOROLA - 528779-001-00
650;33007035;ÓPTICO;TX;MOTOROLA;MOTOROLA 547577-009-00
651;33007036;ÓPTICO;TX;MOTOROLA;MOTOROLA 547578-006-00
652;33007037;ÓPTICO;TX;MOTOROLA;MOTOROLA 547578-009-00
653;33007038;ÓPTICO;TX;MOTOROLA;MOTOROLA 547578-012-00
654;33007039;ÓPTICO;EDFA;MOTOROLA;MOTOROLA - GX2-OA100B22-R
655;33007042;ÓPTICO;TX;CISCO;CISCO - 737593 15TXQ-10-GHZ-DM
656;33007047;ÓPTICO;TX;AURORA;AURORA - AT3311L-KK-2-AS
657;33007048;ÓPTICO;TX;AURORA;AURORA - AT3311L-LL-2-AS
658;33007053;ÓPTICO;TX;MOTOROLA;MOTOROLA - 528854-014-00
659;33007054;ÓPTICO;TX;CISCO;CISCO - 737605 15TXQ-10-GHZ-DM
660;33007066;ÓPTICO;RX;ARRIS;ARRIS - CHP-R2RR-S
661;33007072;ÓPTICO;RX;AURORA;AURORA - DR3002-AS
662;33007074;ÓPTICO;TX;AURORA;AURORA - AT3310L-KK-2-AS
663;33007075;ÓPTICO;TX;AURORA;AURORA - AT3310L-LL-2-AS
664;33007076;ÓPTICO;TX;AURORA;AURORA - AT3310L-NN-2-AS
665;33007084;ÓPTICO;TX;CISCO;CISCO - 4035288
666;33007109;ÓPTICO;Processadora Digital;CISCO;Hub - Processadora Digital
667;33007122;ÓPTICO;Placa de Interface El‚trica;CISCO;VIVAX
668;90001428;INSTRUMENTOS RE;MAQUINA DE FUSÃO;FITEL;FITEL - C/ FORNO AUXILIAR
669;90001431;INSTRUMENTOS RE;MAQUINA DE FUSÃO;SUMITOMO;SUMITOMO - QUANTUM TYPE-Q101CA
670;90001439;INSTRUMENTOS RE;MAQUINA DE FUSÃO;SUMITOMO;SUMITOMO - TYPE-Q81C
671;90001501;INSTRUMENTOS RE;MAQUINA DE FUSÃO;SUMITOMO;DESCONTINUADO - ATUAL EQRE0005
672;90002005;INSTRUMENTOS RE;MAQUINA DE FUSÃO;FITEL;DESCONTINUADO - ATUAL EQRE0002
673;90002093;INSTRUMENTOS HE;ANALISADOR ESPECTRO;TRILITHIC;ANALISADOR ESPECTRO
674;90002094;INSTRUMENTOS RE;OTDR;SEM INFORMAÇÃO;ITEM DESCONTINUADO
675;90002104;INSTRUMENTOS RE;POWER METER;ANRITSU;ITEM DESCONTINUADO
676;90002111;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;DESCONTINUADO - ATUAL MEDD0168
677;90002112;INSTRUMENTOS RI;MEDIDOR REDE;VIAVI;JDSU ACTERNA  C/IP DOCSIS
678;90002118;INSTRUMENTOS HE;MEDIDOR REDE;TRILITHIC;TRILITHIC
679;90002126;INSTRUMENTOS HE;ANALIZADOR SWEEPER RETORNO;VIAVI;JDSU - ISDA5500
680;90002131;INSTRUMENTOS RE;IDENTIFICADOR DE LUZ;SEM INFORMAÇÃO;IDENTIFICADOR DE FIBRA ATIVA
681;90002132;INSTRUMENTOS RE;POWER METER;NETTEST;TRIAL ENGENHARIA
682;90002145;INSTRUMENTOS RE;POWER METER;EXFO;EXFO - ELS-100
683;90002152;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC BASICO PP-1+SR-1
684;90002156;INSTRUMENTOS RE;ANTENA;VIAVI;ANTENA
685;90002157;INSTRUMENTOS RE;ANTENA;VIAVI;JDSU ACTERNA P/ CLI1450
686;90002165;INSTRUMENTOS HE;ANALISADOR ESPECTRO;TRILITHIC;SSR9580 - TRANSICAO
687;90002166;INSTRUMENTOS RE;ANTENA;VIAVI;ITEM DESCONTINUADO
688;90002168;INSTRUMENTOS RE;ANTENA;TRILITHIC;ITEM DESCONTINUADO
689;90002187;INSTRUMENTOS RE;POWER METER;VIAVI;DESCONTINUADO - ATUAL MEDD0930
690;90002222;INSTRUMENTOS RI;MEDIDOR REDE;VIAVI;DESCONTINUADO - ATUAL MEDD0932
691;90002223;INSTRUMENTOS HE;ANALIZADOR SWEEPER RETORNO;VIAVI;JDSU ACTERNA REVERSE SWEEP
692;90002225;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;DESCONTINUADO - ATUAL MEDD0933
693;90002229;INSTRUMENTOS RE;CSC-ETH;VIAVI;CONEXAO RJ11 E RJ 45
694;90002236;INSTRUMENTOS HE;ANALISADOR ESPECTRO;TRILITHIC;TRILITHIC
695;90002243;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC - PORTATIL
696;90002244;INSTRUMENTOS RE;OTDR;EXFO;EXFO - AXS-100 ACCESS
697;90002249;INSTRUMENTOS HE;GERADOR FORWAED SWEEPER;TRILITHIC;TRILITHIC - 2011724000
698;90002261;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC - 201107300
699;90002262;INSTRUMENTOS RE;OTDR;EXFO;EXFO - MAX-710-M1-EA-EUI-89
700;90002263;INSTRUMENTOS HE;GERADOR TAG;TRILITHIC;DESCONTINUADO - ATUAL MEDD0948
701;90002264;INSTRUMENTOS HE;ANALIZADOR SWEEPER RETORNO;TRILITHIC;TRILITHIC
702;90002265;INSTRUMENTOS RI;MEDIDOR REDE;TRILITHIC;TRILITHIC - 2011447084
703;90002267;INSTRUMENTOS RI;MEDIDOR REDE;TRILITHIC;TRILITHIC - 930180000
704;90002270;INSTRUMENTOS RE;OTDR;EXFO;EXFO FTB-730-23B-004-EAEUI-89
705;90002272;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC - 2011190200
706;90002274;INSTRUMENTOS RI;MEDIDOR REDE;TRILITHIC;TRILITHIC - 2011614015
707;90002276;INSTRUMENTOS RI;MEDIDOR REDE;TRILITHIC;TRILITHIC - 2011738000N
708;90002278;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;JDSU DSAM-D3SWPPKG-85
709;90002284;INSTRUMENTOS RE;POWER METER;RADIANTECH;RADIANTECH - FTM-220
710;90002290;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;JDSU - DSAM_PWR_SUP
711;90002291;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;JDSU - 1019-00-1565
712;90002292;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;DESCONTINUADO - ATUAL MEDD0934
713;90002295;INSTRUMENTOS RI;MEDIDOR REDE;TRILITHIC;DESCONTINUADO - ATUAL MEDD0245
714;90002296;INSTRUMENTOS RI;ANTENA;TRILITHIC;TRILITHIC CL-6 P/ MODEL THREE
715;90002298;INSTRUMENTOS HE;ANALISADOR ESPECTRO;DEKTEC;DEKTEC DTU-236-RSX
716;90002306;INSTRUMENTOS RI;MEDIDOR REDE;DATACOM;CMA - TSW900ETH-1 ET  TG
717;90002307;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC COMPLETO
718;90002309;INSTRUMENTOS RE;OTDR;VIAVI;JDSU - E8126B
719;90002310;INSTRUMENTOS RE;POWER METER;SEM INFORMAÇÃO;EXFO - EPM53 - JDSU OLP-38
720;90002311;INSTRUMENTOS RI;MEDIDOR REDE;VIAVI;JDSU DSAM-HOMETECH1PKG-42
721;90002312;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;JDSU DSAM-D3SWPPKG-42
722;90002316;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC - CL-5  2070704002
723;90002318;INSTRUMENTOS RE;MEDIDOR REDE;TRILITHIC;TRILITHIC - 201176023GN
724;90002320;INSTRUMENTOS RE;MEDIDOR MULTI PARAMETRO;SEM INFORMAÇÃO;ITMP 6
725;90006469;INSTRUMENTOS RE;POWER METER;SHINEWAYTECH;SHINEWAYTECH
726;90007698;INSTRUMENTOS RE;ANTENA;VIAVI;JDSU ACTERNA  P/ CLI1450
727;90007705;INSTRUMENTOS RE;MEDIDOR REDE;VIAVI;ITEM DESCONTINUADO
728;90007706;INSTRUMENTOS RE;ANTENA;VIAVI;JDSU ACTERNA DOCK STATION
729;90007712;INSTRUMENTOS HE;GERADOR TAG;TRILITHIC;TRILITHIC - 2011632000
730;90007713;INSTRUMENTOS RE;MEDIDOR CONDUTANCIA;SEM INFORMAÇÃO;MEDIDOR CONDUTANCIA
731;PBL30030528;ÓPTICO;Placa Interface RF;MOTOROLA;MOTOROLA - 503855-018-00
732;PBL30030530;ÓPTICO;TX;MOTOROLA;MOTOROLA - 531914-001-00
733;PBL30030549;ÓPTICO;Fonte;MOTOROLA;MOTOROLA - 532244-001-00
734;PBL30030635;AMP RI;AMP 1G/42MHz;MOTOROLA;MOTOROLA - 536507-001-00
735;PBL30030827;AMP RE; AMP 1G/42MHz;CISCO;CISCO - 1152G21013314000
736;PBL30030829;AMP RE; AMP 1G/42MHz;CISCO;CISCO - 1122G21013314000
737;PBL30030831;AMP RE; AMP 1G/42MHz;CISCO;CISCO - 1230G21010014000
738;PBL30030833;AMP RE; AMP 1G/42MHz;CISCO;CISCO - 1230G21013314000
739;PBL30030835;AMP RE; AMP 1G/42MHz;MOTOROLA;MOTOROLA - 711000-008-00 C/ADU
